Timestamp,1. Please select your Gender.,2. What is your age?,3. Please select your education level?,4. What is your marital status?,5. Where do you live in?,6. How long do you sleep?,7. What is your profession?,8. What are the gadgets you are using (multiple response)?,9. What type of talking device do you have?,"10. Before COVID-19, how long were you using Phone per day?","11. During COVID-19 (2020-2022), how long were you using Phone per day?","12. Since 2023, how long have you been using Phone per day?",13. What type of internet connection do you use?,"14a. Before COVID-19, how long did you use the internet per day?","14b. During COVID-19 (2020-2022), how long did you use the internet per day?","14c. Starting from 2023, how long did you use the internet per day?","15a. Before COVID-19, how long did you use Computer (laptop/desktop) per day?","15b. During COVID-19 (2020-2022), how long did you use Computer (laptop/desktop) per day?","15c. Starting from 2023, how long did you use Computer (laptop/desktop) per day?",16. Are you using internet in your computer?,"17. Before COVID-19, how many hours of internet per day you used in computer?","18. During COVID-19 (2020-2022), how many hours of internet per day you used in computer?","19. Starting from 2023, how many hours of internet per day you used in computer?",20. Do you feel like any physical & mental changes due to use of internet? Check all that apply.,21. Do you think that during COVID-19 period online use has increased?,22. Which purpose you are using online?,23. Which type of family do you come from?,24. Are you currently living with family?,25. Do you like to do physical exercise?,26. Are you a smoker?,"27.  ""I like most parts of my personality.""","28. ""When I look at the story of my life, I am pleased with how things have turned out so far.""","29. ""Some people wander aimlessly through life, but I am not one of them.""","30. ""The demands of everyday life often get me down.""","31. ""In many ways I feel disappointed about my achievements in life.""","32. ""Maintaining close relationships has been difficult and frustrating for me.""","33. ""I live life one day at a time and don't really think about the future.""","34. ""In general, I feel I am in charge of the situation in which I live.""","35. ""I am good at managing the responsibilities of daily life.""","36. ""I sometimes feel as if I've done all there is to do in life.""","37. ""For me, life has been a continuous process of learning, changing, and growth.""","38. ""I think it is important to have new experiences that challenge how I think about myself and the world.""","39. ""People would describe me as a giving person, willing to share my time with others.""","40. ""I gave up trying to make big improvements or changes in my life a long time ago""","41. ""I tend to be influenced by people with strong opinions""","42. . ""I have not experienced many warm and trusting relationships with others.""","43. ""I have confidence in my own opinions, even if they are different from the way most other people think.""","44. ""I judge myself by what I think is important, not by the values of what others think is important.""",Comments / Suggestions
1/11/2024 16:48:05,Male,21.0,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Insomnia, Concentration breaks, Sleep disorder, Decreased attention",Yes,"Educational, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:48:11,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Married,Urban area,Above 6 hours,"Student, Education-related position","Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,8- 11 hours,8- 11 hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Decreased attention, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:48:19,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Depression, Headache, Shortness of Temper, Sleep disorder, Eye itch or other discomfort",Yes,"Educational, Messaging, Gaming, Social media, Shopping, News",Joint family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:49:24,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,0- 4 hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,Eye itch or other discomfort,Yes,"Educational, Video",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:49:24,Male,25.0,Graduate University (M.Sc./MBA/MPhil etc),Unmarried,Urban area,Less than 6 hours,"Student, Officer/Staff/Service holder, Job candidate","Smartphone, PC, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Depression, Headache, Shortness of Temper, Sleep disorder, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:49:41,Female,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,WiFi ,< 1 hour,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,5-10 hours,5-10 hours,"Headache, Shortness of Temper, Sleep disorder",Yes,"Educational, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:49:45,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,1-5 hours,1-5 hours,1-5 hours,0- 4 hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,1-5 hours,1-5 hours,"Shortness of Temper, Hearing loss",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:49:57,Male,27.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Officer/Staff/Service holder,"Smartphone, PC, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",5-10 hours,5-10 hours,5-10 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,> 10 hours,1-5 hours,"Insomnia, Concentration breaks, Shortness of Temper, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:50:10,Female,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,0- 4 hours,Broad band,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,1-5 hours,1-5 hours,Headache,Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:50:10,Male,,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,"Student, Job candidate","Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,< 1 hour,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,Above 11 hours,Yes,< 1 hour,< 1 hour,> 10 hours,"Anxiety, Headache",Yes,"Educational, Messaging, Social media, News, Official",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:50:14,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,> 10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:50:20,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,8- 11 hours,4-8 Hours,4-8 Hours,Broad band,5-10 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Depression, Headache, Sleep disorder, Discomfort in face to face communication, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:51:06,Female,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,8- 11 hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,< 1 hour,1-5 hours,5-10 hours,"Insomnia, Discomfort in face to face communication, Eye sight problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:51:26,Female,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Rural area,Less than 6 hours,Student,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,> 10 hours,1-5 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Insomnia, Headache, Sleep disorder, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:52:29,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,0- 4 hours,4-8 Hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Joint family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:52:35,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,4-8 Hours,0- 4 hours,0- 4 hours,Yes,< 1 hour,< 1 hour,1-5 hours,"Concentration breaks, Sleep disorder, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:52:39,Female,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,Above 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,1-5 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye sight problem",Yes,"Educational, Messaging, Social media, Shopping",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:52:50,Male,26.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Officer/Staff/Service holder,"Smartphone, PC","Cell phone, Smart phone",0- 4 hours,Above 11 hours,0- 4 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,1-5 hours,0- 4 hours,Above 11 hours,0- 4 hours,Yes,1-5 hours,> 10 hours,1-5 hours,"Insomnia, Depression, Concentration breaks, Sleep disorder, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:54:23,Male,28.0,Graduate University (M.Sc./MBA/MPhil etc),Married,Urban area,Above 6 hours,"Student, Officer/Staff/Service holder","Smartphone, PC, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",> 10 hours,> 10 hours,> 10 hours,Above 11 hours,Above 11 hours,Above 11 hours,Yes,5-10 hours,5-10 hours,5-10 hours,"Sleep disorder, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Gaming, Social media, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:54:43,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,5-10 hours,> 10 hours,> 10 hours,8- 11 hours,Above 11 hours,8- 11 hours,Yes,5-10 hours,> 10 hours,5-10 hours,"Insomnia, Concentration breaks, Headache, Sleep disorder, Decreased attention, Eye sight problem",Yes,"Educational, Video, Social media, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:54:47,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,,8- 11 hours,8- 11 hours,Yes,,,,"Concentration breaks, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:55:30,Female,24.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Rural area,Less than 6 hours,"Student, Officer/Staff/Service holder","Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,1-5 hours,5-10 hours,1-5 hours,4-8 Hours,8- 11 hours,8- 11 hours,Yes,1-5 hours,5-10 hours,> 10 hours,"Anxiety, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Hearing loss, Eye sight problem, Others",Yes,"Educational, Messaging, Video, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:56:01,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,0- 4 hours,0- 4 hours,"Broad band, Mobile data",< 1 hour,1-5 hours,< 1 hour,0- 4 hours,0- 4 hours,8- 11 hours,Yes,,< 1 hour,,"Headache, Hearing loss",Yes,"Educational, Social media",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:56:14,Male,29.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, Tab, PC, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,0- 4 hours,Broad band,> 10 hours,> 10 hours,> 10 hours,8- 11 hours,Above 11 hours,8- 11 hours,Yes,5-10 hours,5-10 hours,5-10 hours,"Anxiety, Depression, Concentration breaks, Headache, Shortness of Temper, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, News, Official, Others",Nuclear family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:56:20,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, PC, Laptop, TV","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,8- 11 hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,< 1 hour,5-10 hours,5-10 hours,"Insomnia, Depression, Concentration breaks, Headache, Sleep disorder, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:56:21,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,5-10 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Discomfort in face to face communication, Decreased attention, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:56:27,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,5-10 hours,> 10 hours,5-10 hours,"Anxiety, Insomnia, Concentration breaks, Headache, Decreased attention, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:56:44,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Wi-fi,1-5 hours,5-10 hours,1-5 hours,0- 4 hours,4-8 Hours,0- 4 hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Social media, Shopping",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:57:08,Male,27.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,"Student, Self-employed","Smartphone, Tab, PC",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,5-10 hours,1-5 hours,"Anxiety, Concentration breaks, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Social media, News, Official",Nuclear family,No,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 16:59:48,Female,24.0,Undergraduate University (B.Sc./B.A./etc),Married,Urban area,Less than 6 hours,"Student, Housewife","Smartphone, Laptop",Smart phone,0- 4 hours,Above 11 hours,8- 11 hours,"Broad band, Mobile data",1-5 hours,> 10 hours,5-10 hours,0- 4 hours,8- 11 hours,0- 4 hours,Yes,1-5 hours,> 10 hours,1-5 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 16:59:57,Female,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Concentration breaks, Headache, Shortness of Temper, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:00:20,Female,26.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,4-8 Hours,4-8 Hours,"Broad band, Mobile data",1-5 hours,1-5 hours,1-5 hours,4-8 Hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,5-10 hours,5-10 hours,"Anxiety, Depression, Concentration breaks, Sleep disorder, Eye sight problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official, Others",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:00:59,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,Above 11 hours,4-8 Hours,Broad band,5-10 hours,> 10 hours,5-10 hours,4-8 Hours,Above 11 hours,4-8 Hours,Yes,5-10 hours,> 10 hours,5-10 hours,"Headache, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 17:01:12,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,1-5 hours,1-5 hours,1-5 hours,4-8 Hours,8- 11 hours,4-8 Hours,Yes,5-10 hours,5-10 hours,1-5 hours,"Concentration breaks, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:01:17,Female,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,8- 11 hours,Above 11 hours,Broad band,< 1 hour,1-5 hours,> 10 hours,0- 4 hours,0- 4 hours,Above 11 hours,Yes,1-5 hours,5-10 hours,> 10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye sight problem",No,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:02:50,Male,21.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,1-5 hours,5-10 hours,5-10 hours,0- 4 hours,8- 11 hours,4-8 Hours,Yes,< 1 hour,5-10 hours,1-5 hours,"Concentration breaks, Shortness of Temper, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, News, Others",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:03:11,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,8- 11 hours,4-8 Hours,Broad band,< 1 hour,> 10 hours,1-5 hours,0- 4 hours,Above 11 hours,4-8 Hours,Yes,< 1 hour,> 10 hours,5-10 hours,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:05:03,Male,29.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,"Officer/Staff/Service holder, Self-employed","Smartphone, Tab, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,Broad band,> 10 hours,> 10 hours,> 10 hours,8- 11 hours,8- 11 hours,8- 11 hours,Yes,> 10 hours,> 10 hours,> 10 hours,"Depression, Eye itch or other discomfort",Yes,"Video, Social media, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 17:05:29,Male,23.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,Above 11 hours,0- 4 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,1-5 hours,4-8 Hours,8- 11 hours,8- 11 hours,Yes,5-10 hours,> 10 hours,5-10 hours,"Insomnia, Depression, Sleep disorder",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:06:31,Male,24.0,,Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,5-10 hours,0- 4 hours,4-8 Hours,4-8 Hours,Yes,1-5 hours,1-5 hours,5-10 hours,,Yes,"Educational, Messaging, Video, Social media, News, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
1/11/2024 17:06:36,Male,22.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,8- 11 hours,0- 4 hours,"Broad band, Mobile data",1-5 hours,5-10 hours,> 10 hours,0- 4 hours,4-8 Hours,8- 11 hours,Yes,< 1 hour,1-5 hours,5-10 hours,"Concentration breaks, Headache, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:07:18,Male,20.0,Undergraduate University (B.Sc./B.A./etc),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, PC, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,Above 11 hours,8- 11 hours,"Broad band, Mobile data",5-10 hours,> 10 hours,> 10 hours,8- 11 hours,Above 11 hours,Above 11 hours,Yes,1-5 hours,> 10 hours,> 10 hours,"Anxiety, Headache, Shortness of Temper, Sleep disorder, Eye sight problem, Eye itch or other discomfort",Yes,"Educational, Video, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
1/11/2024 17:07:32,Male,31.0,Undergraduate University (B.Sc./B.A./etc),Married,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,4-8 Hours,Broad band,5-10 hours,5-10 hours,5-10 hours,8- 11 hours,8- 11 hours,8- 11 hours,Yes,5-10 hours,5-10 hours,5-10 hours,Sleep disorder,Yes,"Educational, Messaging, Social media, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
